seed,cand_seat,turns,cand_score,champ_score,cand_fruit,cand_wood,champ_fruit,champ_wood,cand_crash,champ_crash
24,1,300,308,314,20,72,18,74,0,0
25,0,300,332,325,4,82,5,80,0,0
25,1,300,348,327,4,86,7,80,0,0
26,0,300,280,296,8,68,8,72,0,0
26,1,300,341,277,9,83,9,67,0,0
27,0,300,425,408,17,102,8,100,0,0
27,1,300,418,408,14,101,8,100,0,0
28,0,300,335,367,11,81,7,90,0,0
28,1,300,336,371,16,80,7,91,0,0
29,0,300,224,260,8,54,8,63,0,0
29,1,300,212,240,8,51,8,58,0,0
30,0,264,289,276,13,69,12,66,0,0
30,1,183,204,228,12,48,12,54,0,0
31,0,300,360,424,8,88,8,104,0,0
31,1,247,208,240,8,50,8,58,0,0
32,0,300,337,345,1,84,1,86,0,0
32,1,300,346,345,2,86,1,86,0,0
33,0,300,223,282,7,54,6,69,0,0
33,1,300,212,274,12,50,6,67,0,0
34,0,300,272,326,12,65,10,79,0,0
34,1,284,255,294,15,60,14,70,0,0
35,0,300,390,383,6,96,3,95,0,0
35,1,300,414,387,6,102,3,96,0,0
36,0,300,339,459,11,82,11,112,0,0
36,1,300,336,412,12,81,12,100,0,0
37,0,292,236,380,12,56,12,92,0,0
37,1,300,427,457,11,104,9,112,0,0
38,0,243,297,297,9,72,9,72,0,0
38,1,236,307,230,7,75,6,56,0,0
39,0,300,385,328,9,94,8,80,0,0
39,1,300,346,372,10,84,8,91,0,0
40,0,300,330,359,14,79,7,88,0,0
40,1,300,331,378,11,80,6,93,0,0
41,0,300,198,378,6,48,6,93,0,0
41,1,292,183,304,7,44,8,74,0,0
42,0,300,180,251,12,42,31,55,0,0
42,1,300,260,244,20,60,36,52,0,0
43,0,300,369,383,9,90,7,94,0,0
43,1,300,331,356,7,81,8,87,0,0
44,0,300,171,282,19,38,10,68,0,0
44,1,300,180,282,20,40,10,68,0,0
45,0,300,357,436,9,87,8,107,0,0
45,1,300,392,416,8,96,8,102,0,0
46,0,300,412,385,12,100,9,94,0,0
46,1,300,343,417,15,82,9,102,0,0
47,0,300,408,439,8,100,7,108,0,0
47,1,300,384,423,8,94,7,104,0,0
48,0,241,143,177,7,34,9,42,0,0
48,1,300,190,362,6,46,6,89,0,0
49,0,300,233,273,1,58,1,68,0,0
49,1,300,245,289,1,61,1,72,0,0
50,0,300,359,443,3,89,3,110,0,0
50,1,300,455,451,7,112,3,112,0,0
51,0,300,318,374,14,76,14,90,0,0
51,1,300,334,387,14,80,15,93,0,0
52,0,300,436,469,16,105,13,114,0,0
52,1,300,436,528,16,105,12,129,0,0
53,0,300,215,450,7,52,6,111,0,0
53,1,300,209,370,9,50,10,90,0,0
54,0,300,325,271,13,78,23,62,0,0
54,1,300,404,369,12,98,17,88,0,0
55,0,300,412,451,12,100,11,110,0,0
55,1,300,423,411,15,102,11,100,0,0
56,0,300,364,394,8,89,2,98,0,0
56,1,300,422,374,6,104,2,93,0,0
57,0,225,263,263,15,62,15,62,0,0
57,1,240,280,321,16,66,17,76,0,0
58,0,300,335,379,11,81,7,93,0,0
58,1,300,338,375,10,82,15,90,0,0
59,0,258,259,229,19,60,21,52,0,0
59,1,268,267,245,19,62,21,56,0,0
60,0,255,147,181,11,34,13,42,0,0
60,1,278,145,162,9,34,10,38,0,0
61,0,300,153,206,13,35,10,49,0,0
61,1,300,216,301,8,52,9,73,0,0
62,0,300,376,361,12,91,5,89,0,0
62,1,300,397,324,9,97,4,80,0,0
63,0,300,259,282,19,60,10,68,0,0
63,1,300,247,298,15,58,10,72,0,0
64,0,300,364,348,4,90,4,86,0,0
64,1,300,371,364,11,90,4,90,0,0
65,0,300,322,349,10,78,9,85,0,0
65,1,300,234,321,10,56,9,78,0,0
66,0,300,391,336,11,95,12,81,0,0
66,1,300,401,355,13,97,11,86,0,0
67,0,219,339,264,7,83,8,64,0,0
67,1,229,288,344,8,70,8,84,0,0
68,0,300,389,399,13,94,11,97,0,0
68,1,300,424,379,12,103,11,92,0,0
69,0,300,309,356,5,76,4,88,0,0
69,1,300,196,332,4,48,4,82,0,0
70,0,300,316,357,12,76,13,86,0,0
70,1,300,364,340,12,88,12,82,0,0
71,0,300,342,390,6,84,6,96,0,0
71,1,285,303,319,7,74,7,78,0,0
72,0,300,352,357,8,86,5,88,0,0
72,1,300,352,349,8,86,5,86,0,0
73,0,300,417,430,9,102,6,106,0,0
73,1,300,428,418,12,104,6,103,0,0
74,0,169,158,166,10,37,10,39,0,0
74,1,190,175,186,11,41,10,44,0,0
75,0,300,436,432,12,106,8,106,0,0
75,1,300,466,468,10,114,8,115,0,0
76,0,276,198,350,14,46,14,84,0,0
76,1,300,240,384,12,57,12,93,0,0
77,0,300,134,283,14,30,7,69,0,0
77,1,300,158,215,14,36,7,52,0,0
78,0,300,389,367,21,92,11,89,0,0
78,1,300,386,367,18,92,11,89,0,0
79,0,300,379,350,19,90,10,85,0,0
79,1,300,362,371,18,86,11,90,0,0
80,0,300,409,383,9,100,3,95,0,0
80,1,300,416,395,8,102,3,98,0,0
81,0,235,164,151,12,38,15,34,0,0
81,1,248,167,149,11,39,9,35,0,0
82,0,300,307,342,11,74,10,83,0,0
82,1,300,242,306,10,58,10,74,0,0
83,0,300,403,430,11,98,10,105,0,0
83,1,300,388,434,12,94,10,106,0,0
84,0,300,291,291,11,70,11,70,0,0
84,1,300,255,255,11,61,11,61,0,0
85,0,300,198,379,118,20,11,92,0,0
85,1,300,387,322,15,93,10,78,0,0
86,0,300,380,393,4,94,5,97,0,0
86,1,300,406,396,6,100,4,98,0,0
87,0,300,185,257,9,44,9,62,0,0
87,1,300,351,337,11,85,9,82,0,0
88,0,300,355,306,3,88,2,76,0,0
88,1,300,355,290,3,88,2,72,0,0
89,0,300,368,368,12,89,8,90,0,0
89,1,300,357,372,13,86,8,91,0,0
90,0,300,429,412,9,105,8,101,0,0
90,1,298,318,341,14,76,13,82,0,0
91,0,300,400,371,24,94,11,90,0,0
91,1,300,400,412,16,96,12,100,0,0
92,0,300,258,378,10,62,10,92,0,0
92,1,300,323,370,11,78,10,90,0,0
93,0,282,305,345,9,74,9,84,0,0
93,1,300,382,417,10,93,9,102,0,0
94,0,300,400,444,16,96,12,108,0,0
94,1,300,403,471,11,98,11,115,0,0
95,0,300,346,289,14,83,9,70,0,0
95,1,300,249,273,9,60,9,66,0,0
96,0,291,148,206,4,36,6,50,0,0
96,1,273,119,142,7,28,6,34,0,0
97,0,281,166,213,14,38,13,50,0,0
97,1,283,170,203,10,40,11,48,0,0
98,0,300,419,383,23,99,11,93,0,0
98,1,300,472,423,16,114,11,103,0,0
99,0,300,401,374,17,96,10,91,0,0
99,1,300,346,337,10,84,9,82,0,0
100,0,300,323,279,7,79,7,68,0,0
100,1,284,209,265,9,50,9,64,0,0
101,0,292,194,226,10,46,10,54,0,0
101,1,300,234,205,10,56,9,49,0,0
102,0,300,417,422,17,100,10,103,0,0
102,1,300,413,403,21,98,11,98,0,0
103,0,192,142,133,14,32,13,30,0,0
103,1,256,164,200,8,39,8,48,0,0
104,0,300,360,384,16,86,8,94,0,0
104,1,300,408,336,12,99,8,82,0,0
105,0,300,210,189,14,49,13,44,0,0
105,1,300,223,231,11,53,11,55,0,0
106,0,300,328,359,8,80,7,88,0,0
106,1,300,323,416,7,79,8,102,0,0
107,0,297,369,368,17,88,16,88,0,0
107,1,300,383,428,11,93,8,105,0,0
108,0,300,210,279,10,50,7,68,0,0
108,1,300,215,251,7,52,7,61,0,0
109,0,300,176,383,16,40,3,95,0,0
109,1,300,190,334,14,44,6,82,0,0
110,0,300,294,312,10,71,8,76,0,0
110,1,300,253,216,13,60,8,52,0,0
111,0,267,339,371,11,82,11,90,0,0
111,1,274,358,388,10,87,12,94,0,0
112,0,300,153,197,9,36,9,47,0,0
112,1,300,201,209,9,48,9,50,0,0
113,0,300,343,351,15,82,15,84,0,0
113,1,300,298,354,14,71,14,85,0,0
114,0,251,203,198,11,48,18,45,0,0
114,1,238,258,207,18,60,15,48,0,0
115,0,300,198,343,6,48,7,84,0,0
115,1,300,322,338,10,78,6,83,0,0
116,0,133,122,137,10,28,9,32,0,0
116,1,145,137,153,9,32,9,36,0,0
117,0,300,270,250,14,64,14,59,0,0
117,1,300,271,251,15,64,15,59,0,0
118,0,300,211,391,7,51,7,96,0,0
118,1,300,395,391,7,97,7,96,0,0
119,0,300,384,359,24,90,7,88,0,0
119,1,300,363,336,19,86,16,80,0,0
120,0,300,325,393,9,79,9,96,0,0
120,1,277,262,323,10,63,11,78,0,0
121,0,300,195,212,147,12,156,14,0,0
121,1,300,211,211,155,14,155,14,0,0
122,0,300,290,383,18,68,7,94,0,0
122,1,300,344,322,12,83,6,79,0,0
123,0,247,336,272,16,80,16,64,0,0
123,1,258,263,360,15,62,16,86,0,0
124,0,299,162,326,26,34,14,78,0,0
124,1,277,146,263,26,30,15,62,0,0
125,0,300,251,232,11,60,8,56,0,0
125,1,300,224,232,8,54,8,56,0,0
126,0,199,162,198,10,38,6,48,0,0
126,1,229,172,271,12,40,7,66,0,0
127,0,300,447,430,7,110,6,106,0,0
127,1,300,425,453,9,104,5,112,0,0
128,0,255,158,216,14,36,16,50,0,0
128,1,300,315,355,11,76,11,86,0,0
129,0,300,412,414,28,96,14,100,0,0
129,1,300,420,406,20,100,14,98,0,0
130,0,300,375,374,15,90,6,92,0,0
130,1,300,349,378,13,84,6,93,0,0
131,0,284,212,215,16,49,15,50,0,0
131,1,286,201,231,17,46,15,54,0,0
132,0,236,173,227,29,36,19,52,0,0
132,1,300,211,345,147,16,13,83,0,0
133,0,300,309,311,17,73,7,76,0,0
133,1,300,344,293,8,84,17,69,0,0
134,0,300,207,248,39,42,40,52,0,0
134,1,300,183,267,23,40,35,58,0,0
135,0,295,183,235,15,42,15,55,0,0
135,1,300,206,222,14,48,14,52,0,0
136,0,300,246,286,10,59,10,69,0,0
136,1,300,262,290,10,63,10,70,0,0
137,0,300,427,414,7,105,2,103,0,0
137,1,300,398,401,14,96,1,100,0,0
138,0,299,184,361,4,45,5,89,0,0
138,1,246,160,159,8,38,7,38,0,0
139,0,300,347,319,19,82,11,77,0,0
139,1,300,361,316,17,86,12,76,0,0
140,0,300,324,359,4,80,3,89,0,0
140,1,300,277,372,5,68,4,92,0,0
141,0,300,425,352,17,102,8,86,0,0
141,1,300,425,384,17,102,8,94,0,0
142,0,300,362,341,18,86,13,82,0,0
142,1,300,349,336,13,84,12,81,0,0
143,0,300,118,387,6,28,39,87,0,0
143,1,300,107,392,7,25,44,87,0,0
144,0,300,205,277,5,50,5,68,0,0
144,1,273,173,173,13,40,13,40,0,0
145,0,300,288,295,12,69,11,71,0,0
145,1,273,219,209,11,52,17,48,0,0
146,0,300,297,330,9,72,6,81,0,0
146,1,300,194,238,6,47,6,58,0,0
147,0,300,323,323,31,73,11,78,0,0
147,1,300,308,324,28,70,12,78,0,0
148,0,300,243,339,155,22,15,81,0,0
148,1,300,240,367,136,26,15,88,0,0
149,0,300,264,327,8,64,7,80,0,0
149,1,300,313,304,9,76,12,73,0,0
150,0,153,169,230,13,39,14,54,0,0
150,1,192,264,268,12,63,12,64,0,0
151,0,300,215,339,7,52,7,83,0,0
151,1,300,167,379,7,40,7,93,0,0
152,0,300,344,357,4,85,5,88,0,0
152,1,300,375,352,7,92,4,87,0,0
153,0,300,403,358,19,96,6,88,0,0
153,1,300,319,366,7,78,6,90,0,0
154,0,297,165,265,13,38,13,63,0,0
154,1,300,272,268,12,65,12,64,0,0
155,0,300,418,287,10,102,15,68,0,0
155,1,300,407,412,11,99,8,101,0,0
156,0,263,226,324,10,54,12,78,0,0
156,1,204,184,224,8,44,8,54,0,0
157,0,300,476,512,4,118,4,127,0,0
157,1,300,513,556,5,127,4,138,0,0
158,0,300,537,503,17,130,7,124,0,0
158,1,300,508,527,16,123,7,130,0,0
159,0,300,355,398,11,86,10,97,0,0
159,1,300,232,313,12,55,13,75,0,0
160,0,300,252,325,4,62,5,80,0,0
160,1,245,168,196,4,41,4,48,0,0
161,0,300,399,372,11,97,4,92,0,0
161,1,300,385,356,9,94,4,88,0,0
162,0,215,184,228,12,43,12,54,0,0
162,1,268,299,229,11,72,13,54,0,0
163,0,300,278,286,6,68,6,70,0,0
163,1,300,230,290,6,56,6,71,0,0
164,0,300,299,342,19,70,6,84,0,0
164,1,300,279,345,23,64,9,84,0,0
165,0,300,347,330,19,82,10,80,0,0
165,1,300,359,336,15,86,8,82,0,0
166,0,300,412,400,12,100,8,98,0,0
166,1,300,400,403,8,98,7,99,0,0
167,0,300,197,318,13,46,10,77,0,0
167,1,300,194,330,18,44,10,80,0,0
168,0,300,326,374,10,79,10,91,0,0
168,1,273,318,296,14,76,16,70,0,0
169,0,243,196,184,4,48,4,45,0,0
169,1,282,232,216,4,57,4,53,0,0
170,0,194,117,125,13,26,13,28,0,0
170,1,220,152,119,8,36,7,28,0,0
171,0,300,403,383,19,96,11,93,0,0
171,1,300,203,380,11,48,12,92,0,0
172,0,300,327,297,15,78,5,73,0,0
172,1,300,326,317,22,76,5,78,0,0
173,0,271,171,205,11,40,13,48,0,0
173,1,290,197,210,9,47,10,50,0,0
174,0,300,278,249,10,67,13,59,0,0
174,1,300,262,250,10,63,14,59,0,0
175,0,236,174,224,6,42,8,54,0,0
175,1,300,253,261,5,62,5,64,0,0
176,0,300,264,311,8,64,7,76,0,0
176,1,300,280,308,8,68,8,75,0,0
177,0,300,246,294,6,60,6,72,0,0
177,1,300,349,322,9,85,6,79,0,0
178,0,300,493,416,5,122,4,103,0,0
178,1,300,440,560,4,109,4,139,0,0
179,0,300,302,338,6,74,2,84,0,0
179,1,300,339,330,7,83,2,82,0,0
180,0,300,241,321,9,58,9,78,0,0
180,1,300,369,265,9,90,9,64,0,0
181,0,273,184,200,8,44,8,48,0,0
181,1,255,135,184,7,32,8,44,0,0
182,0,264,305,319,17,72,15,76,0,0
182,1,199,167,206,15,38,14,48,0,0
183,0,300,417,425,17,100,9,104,0,0
183,1,300,394,394,10,96,10,96,0,0
184,0,187,140,148,12,32,12,34,0,0
184,1,216,195,211,11,46,11,50,0,0
185,0,300,180,309,20,40,9,75,0,0
185,1,300,155,321,19,34,9,78,0,0
186,0,300,302,382,10,73,10,93,0,0
186,1,300,312,264,12,75,12,63,0,0
187,0,289,267,362,11,64,10,88,0,0
187,1,267,277,293,13,66,13,70,0,0
188,0,294,167,235,7,40,7,57,0,0
188,1,300,239,307,7,58,7,75,0,0
189,0,286,244,343,16,57,19,81,0,0
189,1,290,321,338,17,76,14,81,0,0
190,0,300,253,284,29,56,20,66,0,0
190,1,300,260,304,20,60,16,72,0,0
191,0,259,202,299,10,48,7,73,0,0
191,1,239,185,267,9,44,7,65,0,0
192,0,300,333,353,5,82,5,87,0,0
192,1,300,209,345,5,51,5,85,0,0
193,0,300,436,391,4,108,3,97,0,0
193,1,300,505,507,5,125,3,126,0,0
194,0,271,252,276,12,60,12,66,0,0
194,1,300,419,297,11,102,9,72,0,0
195,0,300,274,278,6,67,6,68,0,0
195,1,300,274,227,6,67,7,55,0,0
196,0,300,193,340,17,44,4,84,0,0
196,1,300,303,340,7,74,4,84,0,0
197,0,279,302,383,6,74,7,94,0,0
197,1,257,184,336,8,44,8,82,0,0
198,0,300,307,271,11,74,7,66,0,0
198,1,300,278,307,6,68,3,76,0,0
199,0,266,176,264,8,42,8,64,0,0
199,1,300,203,335,3,50,3,83,0,0
