seed,cand_seat,turns,cand_score,champ_score,cand_fruit,cand_wood,champ_fruit,champ_wood,cand_crash,champ_crash
52,0,300,33,33,33,0,33,0,0,0
52,1,300,33,33,33,0,33,0,0,0
53,0,300,354,402,6,87,6,99,0,0
53,1,300,482,398,6,119,6,98,0,0
54,0,300,266,388,26,60,12,94,0,0
54,1,257,245,224,13,58,24,50,0,0
55,0,300,29,445,29,0,21,106,0,0
55,1,300,410,29,18,98,29,0,0,0
56,0,300,373,397,13,90,5,98,0,0
56,1,300,382,400,10,93,8,98,0,0
57,0,218,272,273,16,64,17,64,0,0
57,1,247,287,335,15,68,15,80,0,0
58,0,300,30,359,30,0,27,83,0,0
58,1,300,363,30,7,89,30,0,0,0
59,0,271,251,246,19,58,22,56,0,0
59,1,270,262,283,22,60,19,66,0,0
60,0,295,200,192,8,48,8,46,0,0
60,1,246,139,138,11,32,10,32,0,0
61,0,300,302,322,10,73,10,78,0,0
61,1,300,276,298,8,67,10,72,0,0
62,0,300,15,388,15,0,8,95,0,0
62,1,300,348,15,4,86,15,0,0,0
63,0,300,272,289,12,65,13,69,0,0
63,1,300,287,282,15,68,14,67,0,0
64,0,300,373,345,13,90,17,82,0,0
64,1,300,351,374,15,84,10,91,0,0
65,0,300,305,342,9,74,14,82,0,0
65,1,300,343,363,15,82,11,88,0,0
66,0,300,366,388,14,88,24,91,0,0
66,1,300,339,390,19,80,18,93,0,0
67,0,225,304,296,8,74,8,72,0,0
67,1,244,298,353,10,72,9,86,0,0
68,0,300,376,395,16,90,11,96,0,0
68,1,300,411,377,11,100,17,90,0,0
69,0,300,397,366,5,98,6,90,0,0
69,1,300,396,343,4,98,7,84,0,0
70,0,300,356,399,12,86,15,96,0,0
70,1,300,364,372,12,88,12,90,0,0
71,0,300,362,386,6,89,6,95,0,0
71,1,219,222,244,10,53,8,59,0,0
72,0,300,17,356,17,0,12,86,0,0
72,1,300,351,17,7,86,17,0,0,0
73,0,300,423,430,7,104,6,106,0,0
73,1,300,447,408,7,110,8,100,0,0
74,0,161,162,194,10,38,10,46,0,0
74,1,160,166,174,10,39,10,41,0,0
75,0,300,455,441,11,111,13,107,0,0
75,1,300,435,469,15,105,9,115,0,0
76,0,297,313,353,13,75,13,85,0,0
76,1,300,353,361,13,85,13,87,0,0
77,0,300,199,31,7,48,31,0,0,0
77,1,300,31,199,31,0,7,48,0,0
78,0,300,361,401,21,85,21,95,0,0
78,1,300,350,377,22,82,25,88,0,0
79,0,300,383,361,19,91,25,84,0,0
79,1,300,344,352,16,82,24,82,0,0
80,0,300,21,21,21,0,21,0,0,0
80,1,300,21,21,21,0,21,0,0,0
81,0,196,138,130,22,29,18,28,0,0
81,1,198,132,115,16,29,15,25,0,0
82,0,300,324,309,12,78,13,74,0,0
82,1,300,276,367,16,65,23,86,0,0
83,0,300,466,425,10,114,13,103,0,0
83,1,300,337,413,17,80,13,100,0,0
84,0,300,243,283,11,58,23,65,0,0
84,1,300,267,275,11,64,11,66,0,0
85,0,300,372,219,20,88,123,24,0,0
85,1,300,346,367,18,82,23,86,0,0
86,0,300,364,396,4,90,4,98,0,0
86,1,300,348,384,4,86,4,95,0,0
87,0,300,273,291,9,66,11,70,0,0
87,1,300,257,281,9,62,9,68,0,0
88,0,300,296,346,8,72,10,84,0,0
88,1,300,291,328,3,72,12,79,0,0
89,0,300,359,349,23,84,17,83,0,0
89,1,300,363,373,19,86,13,90,0,0
90,0,300,384,404,8,94,8,99,0,0
90,1,300,431,423,11,105,11,103,0,0
91,0,300,382,370,26,89,26,86,0,0
91,1,300,367,401,27,85,25,94,0,0
92,0,300,346,350,10,84,14,84,0,0
92,1,300,381,366,13,92,14,88,0,0
93,0,300,449,405,9,110,9,99,0,0
93,1,290,361,409,9,88,9,100,0,0
94,0,300,380,443,12,92,11,108,0,0
94,1,300,441,478,13,107,14,116,0,0
95,0,300,26,27,26,0,27,0,0,0
95,1,300,27,26,27,0,26,0,0,0
96,0,300,175,232,3,43,4,57,0,0
96,1,300,232,175,4,57,3,43,0,0
97,0,292,242,247,10,58,11,59,0,0
97,1,300,233,245,9,56,9,59,0,0
98,0,300,423,399,23,100,23,94,0,0
98,1,300,414,426,22,98,18,102,0,0
99,0,300,341,343,13,82,23,80,0,0
99,1,300,333,304,21,78,24,70,0,0
100,0,300,317,359,5,78,7,88,0,0
100,1,300,338,325,6,83,5,80,0,0
101,0,300,213,213,9,51,9,51,0,0
101,1,299,203,231,11,48,11,55,0,0
102,0,300,440,403,12,107,19,96,0,0
102,1,300,396,410,12,96,18,98,0,0
103,0,202,175,167,15,40,15,38,0,0
103,1,241,166,208,14,38,16,48,0,0
104,0,300,22,20,22,0,20,0,0,0
104,1,300,20,22,20,0,22,0,0,0
105,0,300,231,240,11,55,12,57,0,0
105,1,300,264,240,12,63,12,57,0,0
106,0,300,387,387,7,95,7,95,0,0
106,1,300,355,421,7,87,13,102,0,0
107,0,297,349,373,9,85,9,91,0,0
107,1,300,378,413,14,91,13,100,0,0
108,0,300,258,237,10,62,13,56,0,0
108,1,300,273,234,13,65,18,54,0,0
109,0,300,349,410,5,86,6,101,0,0
109,1,300,381,371,5,94,3,92,0,0
110,0,300,217,275,13,51,7,67,0,0
110,1,293,216,227,16,50,11,54,0,0
111,0,270,316,379,12,76,11,92,0,0
111,1,259,292,370,12,70,10,90,0,0
112,0,300,281,201,9,68,9,48,0,0
112,1,300,265,292,9,64,12,70,0,0
113,0,300,369,365,17,88,21,86,0,0
113,1,300,346,365,18,82,21,86,0,0
114,0,244,217,202,13,51,22,45,0,0
114,1,248,248,254,20,57,14,60,0,0
115,0,300,344,336,20,81,16,80,0,0
115,1,300,350,311,14,84,15,74,0,0
116,0,136,153,144,9,36,8,34,0,0
116,1,160,162,170,10,38,10,40,0,0
117,0,300,262,273,14,62,13,65,0,0
117,1,258,180,205,16,41,17,47,0,0
118,0,300,431,424,7,106,8,104,0,0
118,1,300,391,447,7,96,11,109,0,0
119,0,300,341,381,21,80,21,90,0,0
119,1,300,351,354,23,82,30,81,0,0
120,0,300,297,349,9,72,9,85,0,0
120,1,231,249,261,9,60,9,63,0,0
121,0,300,211,212,155,14,156,14,0,0
121,1,300,212,211,156,14,155,14,0,0
122,0,300,324,351,16,77,23,82,0,0
122,1,300,326,320,18,77,24,74,0,0
123,0,260,299,327,15,71,15,78,0,0
123,1,241,264,343,16,62,15,82,0,0
124,0,300,380,387,12,92,11,94,0,0
124,1,300,412,344,12,100,12,83,0,0
125,0,300,256,257,16,60,9,62,0,0
125,1,300,253,246,9,61,14,58,0,0
126,0,273,248,312,8,60,8,76,0,0
126,1,286,328,295,8,80,7,72,0,0
127,0,300,446,445,6,110,9,109,0,0
127,1,300,429,453,9,105,5,112,0,0
128,0,300,275,377,11,66,17,90,0,0
128,1,300,288,336,12,69,12,81,0,0
129,0,300,407,431,23,96,23,102,0,0
129,1,300,416,429,24,98,21,102,0,0
130,0,300,395,374,15,95,14,90,0,0
130,1,300,394,379,10,96,11,92,0,0
131,0,300,233,228,17,54,20,52,0,0
131,1,282,227,226,15,53,18,52,0,0
132,0,300,403,354,19,96,14,85,0,0
132,1,300,389,400,21,92,16,96,0,0
133,0,300,306,336,22,71,16,80,0,0
133,1,300,315,317,19,74,21,74,0,0
134,0,300,305,239,33,68,39,50,0,0
134,1,300,213,223,37,44,39,46,0,0
135,0,298,225,209,17,52,17,48,0,0
135,1,298,209,225,17,48,17,52,0,0
136,0,300,339,296,19,80,12,71,0,0
136,1,300,285,332,13,68,12,80,0,0
137,0,300,388,370,12,94,14,89,0,0
137,1,300,405,420,9,99,12,102,0,0
138,0,300,239,367,3,59,3,91,0,0
138,1,250,224,160,8,54,8,38,0,0
139,0,300,303,337,15,72,21,79,0,0
139,1,300,320,323,16,76,19,76,0,0
140,0,300,339,340,3,84,8,83,0,0
140,1,300,327,383,7,80,11,93,0,0
141,0,300,379,24,19,90,24,0,0,0
141,1,300,24,381,24,0,13,92,0,0
142,0,300,344,349,20,81,21,82,0,0
142,1,300,331,354,19,78,22,83,0,0
143,0,263,317,185,41,69,29,39,0,0
143,1,300,340,196,48,73,12,46,0,0
144,0,288,204,215,12,48,11,51,0,0
144,1,275,181,181,13,42,13,42,0,0
145,0,300,250,320,18,58,12,77,0,0
145,1,300,244,302,16,57,10,73,0,0
146,0,300,18,336,18,0,8,82,0,0
146,1,300,360,18,8,88,18,0,0,0
147,0,300,344,335,32,78,31,76,0,0
147,1,300,338,364,26,78,36,82,0,0
148,0,300,373,259,29,86,135,31,0,0
148,1,300,393,389,33,90,29,90,0,0
149,0,300,343,359,7,84,7,88,0,0
149,1,300,327,323,7,80,7,79,0,0
150,0,191,288,264,12,69,12,63,0,0
150,1,180,264,264,12,63,12,63,0,0
151,0,300,303,354,7,74,10,86,0,0
151,1,300,301,352,13,72,8,86,0,0
152,0,300,348,352,4,86,8,86,0,0
152,1,300,290,381,6,71,13,92,0,0
153,0,300,387,422,7,95,14,102,0,0
153,1,300,405,365,13,98,17,87,0,0
154,0,300,248,357,12,59,13,86,0,0
154,1,300,260,348,12,62,12,84,0,0
155,0,300,345,381,9,84,13,92,0,0
155,1,300,377,418,9,92,14,101,0,0
156,0,213,235,235,11,56,11,56,0,0
156,1,228,264,276,8,64,8,67,0,0
157,0,300,392,436,4,97,4,108,0,0
157,1,300,356,400,4,88,4,99,0,0
158,0,300,391,507,7,96,15,123,0,0
158,1,300,451,544,7,111,16,132,0,0
159,0,300,397,404,13,96,16,97,0,0
159,1,300,377,410,17,90,14,99,0,0
160,0,300,284,286,4,70,6,70,0,0
160,1,300,336,280,4,83,4,69,0,0
161,0,300,382,357,22,90,13,86,0,0
161,1,300,366,411,14,88,11,100,0,0
162,0,222,205,228,13,48,12,54,0,0
162,1,187,178,181,14,41,13,42,0,0
163,0,300,265,278,9,64,6,68,0,0
163,1,300,279,274,7,68,6,67,0,0
164,0,300,323,366,15,77,18,87,0,0
164,1,300,354,339,18,84,27,78,0,0
165,0,300,351,365,23,82,25,85,0,0
165,1,300,339,346,19,80,22,81,0,0
166,0,300,377,417,17,90,17,100,0,0
166,1,300,389,390,13,94,14,94,0,0
167,0,300,236,326,12,56,10,79,0,0
167,1,295,295,229,15,70,13,54,0,0
168,0,300,322,334,10,78,10,81,0,0
168,1,275,332,303,20,78,15,72,0,0
169,0,242,191,199,7,46,7,48,0,0
169,1,271,223,190,7,54,6,46,0,0
170,0,173,125,117,13,28,13,26,0,0
170,1,173,117,125,13,26,13,28,0,0
171,0,300,396,391,24,93,15,94,0,0
171,1,300,395,394,19,94,18,94,0,0
172,0,300,339,320,7,83,16,76,0,0
172,1,300,337,349,17,80,5,86,0,0
173,0,276,205,198,13,48,14,46,0,0
173,1,287,227,204,11,54,12,48,0,0
174,0,297,243,247,15,57,11,59,0,0
174,1,300,281,285,13,67,9,69,0,0
175,0,298,250,314,6,61,6,77,0,0
175,1,294,233,281,5,57,5,69,0,0
176,0,300,21,280,21,0,16,66,0,0
176,1,300,271,21,15,64,21,0,0,0
177,0,300,306,322,6,75,10,78,0,0
177,1,300,293,347,9,71,11,84,0,0
178,0,300,444,432,4,110,4,107,0,0
178,1,300,425,593,5,105,5,147,0,0
179,0,300,308,333,12,74,21,78,0,0
179,1,300,318,331,14,76,19,78,0,0
180,0,300,281,337,9,68,9,82,0,0
180,1,300,313,289,9,76,9,70,0,0
181,0,283,194,236,10,46,8,57,0,0
181,1,284,247,239,7,60,7,58,0,0
182,0,253,279,301,15,66,13,72,0,0
182,1,229,215,253,15,50,13,60,0,0
183,0,300,365,364,13,88,20,86,0,0
183,1,300,351,410,15,84,18,98,0,0
184,0,162,147,132,11,34,12,30,0,0
184,1,180,155,147,11,36,11,34,0,0
185,0,300,295,321,15,70,17,76,0,0
185,1,300,311,349,19,73,17,83,0,0
186,0,300,306,30,10,74,30,0,0,0
186,1,300,30,360,30,0,16,86,0,0
187,0,300,306,370,10,74,10,90,0,0
187,1,300,338,378,10,82,10,92,0,0
188,0,300,244,245,8,59,9,59,0,0
188,1,300,255,264,7,62,8,64,0,0
189,0,300,347,387,19,82,19,92,0,0
189,1,300,454,375,18,109,15,90,0,0
190,0,300,358,326,14,86,22,76,0,0
190,1,300,330,329,18,78,13,79,0,0
191,0,214,220,201,8,53,9,48,0,0
191,1,300,443,435,3,110,3,108,0,0
192,0,300,389,398,9,95,6,98,0,0
192,1,300,349,358,5,86,6,88,0,0
193,0,300,20,20,20,0,20,0,0,0
193,1,300,20,20,20,0,20,0,0,0
194,0,294,305,297,9,74,9,72,0,0
194,1,243,229,254,13,54,14,60,0,0
195,0,300,254,23,6,62,23,0,0,0
195,1,300,23,234,23,0,6,57,0,0
196,0,300,336,13,8,82,13,0,0,0
196,1,300,13,347,13,0,11,84,0,0
197,0,285,327,400,7,80,8,98,0,0
197,1,291,329,376,5,81,8,92,0,0
198,0,300,300,296,4,74,8,72,0,0
198,1,300,310,314,10,75,10,76,0,0
199,0,300,443,404,3,110,4,100,0,0
199,1,300,395,411,3,98,3,102,0,0
